incident_id,bias_id
2847,0
2850,0
2852,0
2855,0
2857,0
2858,0
2860,0
2863,0
2991,0
2993,0
2995,0
2996,0
2997,0
2999,0
3000,0
3001,0
3002,0
3003,0
3004,0
3118,0
3122,0
3124,0
3125,0
3127,0
3129,0
3135,0
3136,0
3142,0
3145,0
3146,0
3148,0
3149,0
3152,0
3153,0
3154,0
3155,0
3157,0
3158,0
3159,0
3163,0
3164,0
3165,0
3166,0
3168,0
3170,0
3172,0
3173,0
3174,0
3175,0
3179,0
3185,0
3186,0
3188,0
3191,0
3193,0
3195,0
3204,0
3206,0
3212,0
3213,0
3215,0
3216,0
3220,0
3221,0
3223,0
3224,0
753,0
757,0
758,0
760,0
763,0
764,0
769,0
772,0
773,0
776,0
779,0
793,0
795,0
807,0
809,0
810,0
815,0
816,0
821,0
824,0
826,0
830,0
839,0
843,0
846,0
848,0
850,0
853,0
862,0
865,0
869,0
870,0
872,0
876,0
880,0
881,0
882,0
3062,0
3067,0
3068,0
3069,0
3071,0
3087,0
3088,0
3093,0
3098,0
3106,0
3111,0
3114,0
3548,0
3555,0
3558,0
3561,0
3568,0
3569,0
3570,0
3574,0
892,0
896,0
898,0
899,0
900,0
902,0
905,0
906,0
911,0
913,0
917,0
919,0
920,0
921,0
922,0
924,0
925,0
928,0
931,0
933,0
941,0
942,0
945,0
948,0
949,0
950,0
951,0
952,0
954,0
955,0
956,0
957,0
960,0
961,0
962,0
966,0
968,0
969,0
970,0
972,0
973,0
974,0
975,0
976,0
977,0
978,0
979,0
3296,0
3297,0
3298,0
3301,0
3304,0
3306,0
3307,0
3308,0
3312,0
3313,0
3316,0
3317,0
3322,0
3324,0
3326,0
3327,0
3328,0
3402,0
3407,0
3408,0
1001,0
1003,0
1004,0
1005,0
1008,0
1009,0
1010,0
1012,0
1014,0
1015,0
1019,0
1020,0
1023,0
1025,0
1026,0
1028,0
1029,0
1034,0
1039,0
1046,0
1050,0
1051,0
1060,0
1062,0
1063,0
1075,0
1078,0
1080,0
1081,0
1082,0
1083,0
1084,0
1085,0
1086,0
1091,0
1092,0
1096,0
1097,0
1098,0
1099,0
1100,0
1101,0
1106,0
1107,0
1108,0
1109,0
1110,0
1111,0
1112,0
1113,0
1114,0
1116,0
1117,0
1118,0
1119,0
1120,0
1124,0
1125,0
1127,0
1128,0
1130,0
1131,0
1132,0
1133,0
1136,0
1137,0
1139,0
1140,0
1141,0
1145,0
1146,0
1156,0
1165,0
1169,0
1170,0
1171,0
1172,0
1174,0
1175,0
1178,0
1184,0
1189,0
1192,0
1193,0
1194,0
1195,0
1196,0
1200,0
1202,0
1206,0
1207,0
1209,0
1213,0
1214,0
1216,0
1219,0
1223,0
1227,0
1233,0
1234,0
1237,0
1241,0
1243,0
1245,0
1249,0
1251,0
1253,0
1254,0
1259,0
1261,0
1263,0
1266,0
1271,0
1272,0
1273,0
1274,0
1275,0
1278,0
1279,0
1280,0
1281,0
1282,0
1285,0
1295,0
1311,0
1315,0
1316,0
1319,0
1323,0
1326,0
1328,0
1330,0
1333,0
1336,0
1346,0
1349,0
1350,0
1351,0
1355,0
1358,0
1377,0
1378,0
1380,0
1381,0
1382,0
1383,0
1384,0
1385,0
1386,0
1387,0
1389,0
1393,0
1394,0
1398,0
1399,0
1402,0
1404,0
1410,0
1411,0
1416,0
1417,0
1418,0
1419,0
1422,0
1423,0
1427,0
1428,0
1430,0
1433,0
1435,0
1438,0
1441,0
1442,0
1444,0
1445,0
1446,0
1450,0
1454,0
1460,0
1469,0
1470,0
1477,0
1481,0
1488,0
1489,0
3334,0
3335,0
3336,0
3339,0
3342,0
3344,0
3346,0
3347,0
3348,0
3350,0
3351,0
3352,0
3359,0
3360,0
3368,0
3369,0
3371,0
3373,0
3374,0
3375,0
3376,0
3377,0
3378,0
3380,0
3381,0
3382,0
3383,0
3390,0
3394,0
3395,0
3396,0
3418,0
3419,0
3421,0
3422,0
3423,0
3424,0
3425,0
3427,0
3432,0
3433,0
3439,0
3441,0
3443,0
3444,0
3447,0
3448,0
3451,0
3455,0
3456,0
3457,0
3460,0
3461,0
3462,0
3464,0
3466,0
3467,0
3471,0
3472,0
3476,0
3482,0
3483,0
3486,0
3487,0
3490,0
3492,0
3494,0
3496,0
3497,0
3504,0
3505,0
3506,0
3507,0
3508,0
3510,0
3511,0
3512,0
3513,0
3514,0
3515,0
3516,0
3520,0
3521,0
3522,0
3526,0
3527,0
3530,0
3532,0
3533,0
3535,0
3537,0
3541,0
3543,0
3584,0
3585,0
3588,0
3590,0
3593,0
3594,0
3660,0
3661,0
3664,0
3669,0
3671,0
3674,0
3675,0
3676,0
3679,0
3681,0
3685,0
3686,0
3687,0
3689,0
3693,0
3695,0
3700,0
3703,0
3705,0
3710,0
3714,0
3715,0
3718,0
3723,0
3726,0
3729,0
3730,0
3732,0
3733,0
3739,0
3740,0
3752,0
3754,0
3755,0
3763,0
3768,0
3770,0
3771,0
3772,0
3773,0
3780,0
3781,0
3782,0
3784,0
3785,0
3786,0
3792,0
3799,0
3801,0
3802,0
3807,0
3815,0
3816,0
3817,0
3821,0
3827,0
981,0
983,0
984,0
988,0
989,0
990,0
992,0
993,0
994,0
995,0
1490,0
1505,0
1506,0
1511,0
1513,0
1514,0
1516,0
1517,0
1518,0
1519,0
1525,0
1526,0
1527,0
1531,0
1532,0
1533,0
1536,0
1537,0
1539,0
1542,0
1544,0
1547,0
1557,0
1563,0
1570,0
1572,0
1579,0
1584,0
1589,0
1595,0
1596,0
1597,0
1601,0
1610,0
1615,0
1617,0
1619,0
1623,0
1625,0
1627,0
1633,0
1641,0
1643,0
1654,0
1655,0
1662,0
1665,0
1669,0
1671,0
1674,0
1675,0
1676,0
1677,0
1683,0
1700,0
1703,0
1706,0
1709,0
1713,0
1714,0
1717,0
1723,0
1729,0
1736,0
1738,0
1745,0
1747,0
1748,0
1749,0
1750,0
1751,0
1762,0
1772,0
1773,0
1774,0
1778,0
1781,0
1782,0
1787,0
1803,0
1818,0
1822,0
1823,0
1824,0
1825,0
1826,0
1829,0
1831,0
1832,0
1833,0
1838,0
1839,0
1841,0
1843,0
1845,0
1859,0
1861,0
1862,0
1863,0
1865,0
1867,0
1868,0
1875,0
1878,0
1880,0
1885,0
1890,0
1891,0
1892,0
1894,0
1900,0
1901,0
1902,0
1910,0
1911,0
1914,0
1920,0
1922,0
1930,0
1931,0
1936,0
1943,0
1945,0
1947,0
1949,0
1951,0
1952,0
1953,0
1954,0
1955,0
1956,0
1957,0
1959,0
1960,0
1961,0
1963,0
1964,0
1966,0
1967,0
1970,0
1971,0
1977,0
1978,0
3599,0
3613,0
3615,0
3618,0
3620,0
3833,0
3843,0
3844,0
3854,0
3856,0
3858,0
3860,0
3862,0
3863,0
3864,0
3867,0
3868,0
3869,0
3870,0
3871,0
3873,0
3875,0
3880,0
3881,0
3885,0
3886,0
3887,0
3895,0
3896,0
3898,0
3901,0
3902,0
3904,0
3909,0
3913,0
3914,0
3915,0
3917,0
3918,0
3924,0
3926,0
3927,0
3930,0
3932,0
3934,0
3935,0
3938,0
3939,0
3948,0
3950,0
3955,0
3958,0
3962,0
3963,0
3967,0
3972,0
3975,0
3976,0
3977,0
3979,0
3982,0
3984,0
3986,0
3987,0
3993,0
3995,0
3997,0
4001,0
4016,0
4020,0
4022,0
4024,0
4026,0
4033,0
4039,0
4041,0
4046,0
4048,0
4055,0
4077,0
4080,0
4087,0
4088,0
4089,0
4090,0
4096,0
4110,0
4112,0
4121,0
4122,0
4123,0
4124,0
4126,0
4136,0
4141,0
4145,0
4149,0
4151,0
4162,0
4165,0
4166,0
4168,0
4171,0
4172,0
4173,0
4177,0
4178,0
4179,0
4180,0
4181,0
4185,0
4187,0
4188,0
4558,0
4559,0
4561,0
4563,0
4565,0
4570,0
4571,0
4578,0
4590,0
1979,0
1981,0
1982,0
1983,0
1984,0
1985,0
1986,0
1987,0
1989,0
1990,0
1991,0
1992,0
1993,0
1994,0
1996,0
1998,0
2001,0
2002,0
2003,0
2005,0
2007,0
2008,0
2011,0
2012,0
2013,0
2014,0
2015,0
2016,0
2019,0
2020,0
2023,0
2026,0
2027,0
2028,0
2043,0
2045,0
2046,0
2048,0
2049,0
2050,0
2051,0
2055,0
2056,0
2060,0
2062,0
2068,0
2069,0
2076,0
2087,0
2093,0
2095,0
2098,0
2099,0
2100,0
2101,0
2102,0
2105,0
2106,0
2109,0
2110,0
4196,0
4197,0
4198,0
4199,0
4201,0
4205,0
4206,0
4207,0
4208,0
4211,0
4212,0
4213,0
4214,0
4215,0
4216,0
4217,0
4218,0
4219,0
4220,0
4221,0
4223,0
4228,0
4230,0
4231,0
4235,0
2117,0
2119,0
2123,0
2126,0
2130,0
2131,0
2133,0
2134,0
2135,0
2136,0
2138,0
2140,0
2141,0
2147,0
2151,0
2153,0
2163,0
2164,0
2165,0
2168,0
2170,0
2176,0
2178,0
2181,0
2191,0
2193,0
2195,0
2196,0
2201,0
2211,0
2214,0
2218,0
2220,0
2223,0
2225,0
2227,0
2231,0
2236,0
2239,0
2245,0
2247,0
2253,0
2255,0
2259,0
4240,0
4242,0
4243,0
4246,0
4248,0
4249,0
4250,0
4253,0
4254,0
4257,0
4258,0
4259,0
4262,0
4268,0
4272,0
4276,0
4277,0
4279,0
4282,0
4283,0
4288,0
4289,0
4290,0
4297,0
4298,0
4310,0
4312,0
4314,0
4316,0
4319,0
4322,0
4328,0
4330,0
4336,0
4337,0
4339,0
4340,0
4342,0
4353,0
4357,0
2270,0
2271,0
2273,0
2274,0
2275,0
2277,0
2278,0
2279,0
2281,0
2282,0
2284,0
2286,0
2287,0
2290,0
2299,0
2300,0
2303,0
2304,0
2308,0
2310,0
2312,0
2320,0
2323,0
2327,0
2331,0
2337,0
2338,0
2339,0
2343,0
2348,0
2350,0
2351,0
2354,0
2355,0
2356,0
2357,0
2358,0
2359,0
2360,0
2361,0
2362,0
2363,0
2366,0
2367,0
2368,0
2372,0
2374,0
2375,0
2376,0
2377,0
2378,0
2380,0
2381,0
2382,0
2385,0
2386,0
2387,0
2389,0
2391,0
2396,0
2397,0
2399,0
2400,0
2401,0
2402,0
2403,0
2404,0
2405,0
2407,0
2408,0
2409,0
2410,0
2420,0
2421,0
2422,0
2423,0
2424,0
2425,0
2428,0
2429,0
2430,0
2433,0
2434,0
2435,0
2436,0
2458,0
2459,0
2460,0
2462,0
2466,0
2467,0
2468,0
2469,0
2470,0
2471,0
2472,0
2474,0
4378,0
4380,0
4382,0
4384,0
4390,0
4391,0
4400,0
4401,0
4402,0
4406,0
4407,0
4415,0
4420,0
4427,0
4429,0
4431,0
4432,0
4433,0
4447,0
4453,0
4454,0
4455,0
4456,0
4463,0
4464,0
4466,0
4467,0
4468,0
4470,0
4473,0
4474,0
4476,0
4478,0
2496,0
2411,0
2414,0
2417,0
2438,0
2443,0
2445,0
2446,0
2455,0
2477,0
2484,0
2486,0
2494,0
2501,0
2502,0
2506,0
2510,0
2512,0
2515,0
2516,0
2519,0
2526,0
2529,0
2534,0
2536,0
2538,0
2540,0
2543,0
2544,0
2546,0
2548,0
2549,0
2550,0
2551,0
2553,0
2554,0
2555,0
2565,0
2566,0
2567,0
2568,0
2569,0
2570,0
2573,0
2574,0
2575,0
2579,0
2581,0
2582,0
2585,0
2586,0
2587,0
2589,0
2590,0
2594,0
2602,0
2603,0
2604,0
2610,0
2613,0
2615,0
2620,0
2621,0
2625,0
2632,0
2633,0
2636,0
2637,0
2638,0
2640,0
2641,0
2642,0
2643,0
2645,0
2646,0
2647,0
2651,0
2652,0
2654,0
2655,0
2658,0
2662,0
2663,0
2664,0
2665,0
2668,0
2670,0
2671,0
2673,0
2674,0
2676,0
2678,0
2679,0
2681,0
2682,0
2683,0
2686,0
2687,0
2688,0
2693,0
2694,0
2698,0
2700,0
2701,0
2706,0
2711,0
2712,0
2713,0
2714,0
4487,0
4491,0
4494,0
4504,0
4507,0
4509,0
4513,0
4515,0
4521,0
4522,0
4524,0
4526,0
4527,0
4529,0
4532,0
4533,0
4534,0
4539,0
4540,0
4545,0
4549,0
4550,0
4552,0
4553,0
4554,0
2719,0
2720,0
2726,0
2729,0
2730,0
2731,0
2736,0
2738,0
2747,0
2752,0
4591,0
4592,0
4594,0
4707,0
4708,0
4709,0
4718,0
8583,0
8584,0
8587,0
8588,0
8593,0
4596,0
4597,0
4598,0
4599,0
4600,0
4603,0
4606,0
4607,0
4608,0
4609,0
4612,0
4614,0
4615,0
4617,0
4620,0
4621,0
4626,0
4627,0
4634,0
4635,0
4636,0
4639,0
4641,0
4642,0
4644,0
4647,0
4648,0
4652,0
4653,0
4661,0
4662,0
4664,0
4665,0
4672,0
4681,0
4684,0
4685,0
4689,0
4691,0
4695,0
4698,0
4701,0
8548,0
8549,0
8554,0
8558,0
8559,0
8560,0
8563,0
8566,0
8570,0
8575,0
8693,0
8694,0
8697,0
8703,0
8705,0
8706,0
8709,0
8710,0
8712,0
8713,0
8714,0
8715,0
8716,0
8717,0
8719,0
8721,0
8722,0
4728,0
4729,0
4732,0
4741,0
4747,0
4760,0
4761,0
8595,0
8598,0
8599,0
8600,0
8604,0
8605,0
8613,0
4769,0
4771,0
4777,0
4780,0
4784,0
4786,0
4793,0
4794,0
4795,0
4796,0
4800,0
4802,0
4803,0
4805,0
4808,0
4811,0
4812,0
4813,0
4817,0
4818,0
4822,0
4823,0
4825,0
4826,0
4832,0
4835,0
4836,0
4838,0
4840,0
4841,0
4842,0
4843,0
4844,0
4845,0
4847,0
4849,0
4855,0
4856,0
4862,0
4864,0
4866,0
4867,0
4868,0
4869,0
4870,0
4871,0
4873,0
4874,0
4878,0
4882,0
4889,0
4891,0
4894,0
4901,0
4908,0
4909,0
4910,0
8626,0
8627,0
8629,0
8631,0
8637,0
8639,0
8650,0
8651,0
8652,0
8653,0
8654,0
8655,0
8656,0
8659,0
8660,0
8662,0
8665,0
8669,0
8671,0
8673,0
8674,0
8680,0
8682,0
8689,0
8872,0
8873,0
8878,0
8879,0
8880,0
8881,0
8883,0
8888,0
8893,0
8895,0
8896,0
8899,0
8900,0
8902,0
8903,0
8906,0
8908,0
8910,0
8911,0
8913,0
8917,0
8920,0
4921,0
4926,0
4931,0
4933,0
4937,0
8922,0
8928,0
8940,0
8942,0
8946,0
8948,0
8952,0
4980,0
8965,0
8968,0
8970,0
4949,0
4951,0
4961,0
4966,0
4968,0
4971,0
4972,0
4973,0
4974,0
4976,0
4978,0
4979,0
8958,0
8959,0
8960,0
8962,0
8963,0
4988,0
4990,0
4993,0
4994,0
4996,0
4997,0
5003,0
5004,0
5007,0
5009,0
5016,0
5017,0
5020,0
5022,0
5028,0
5030,0
5031,0
5032,0
5044,0
5050,0
5051,0
5057,0
5059,0
5060,0
5061,0
5062,0
5063,0
5067,0
5069,0
5072,0
5074,0
5077,0
5089,0
5090,0
5091,0
5093,0
5095,0
5096,0
5101,0
5102,0
5105,0
5108,0
5109,0
5114,0
5116,0
5117,0
5124,0
5132,0
5133,0
5134,0
5135,0
5139,0
5143,0
5145,0
5146,0
5153,0
5155,0
5160,0
5163,0
5164,0
5166,0
5167,0
5171,0
5174,0
5176,0
5177,0
5180,0
5181,0
5182,0
5183,0
5186,0
5188,0
5189,0
5190,0
5194,0
5196,0
8730,0
8735,0
8740,0
8745,0
8746,0
8749,0
8753,0
8758,0
8759,0
8762,0
8766,0
8770,0
8772,0
8776,0
8785,0
8789,0
8796,0
8797,0
8799,0
8800,0
8804,0
8805,0
8975,0
8978,0
8981,0
8982,0
8983,0
8987,0
8996,0
9001,0
9003,0
9004,0
9006,0
9014,0
9015,0
5202,0
5209,0
5218,0
5228,0
5238,0
5243,0
5244,0
5246,0
5247,0
5250,0
8808,0
8815,0
5508,0
5519,0
5520,0
5521,0
5524,0
5528,0
5529,0
5531,0
5532,0
5533,0
5534,0
5538,0
5539,0
5253,0
5256,0
5257,0
5259,0
5261,0
5263,0
5264,0
5272,0
5278,0
8818,0
8822,0
8831,0
8832,0
8834,0
8837,0
8839,0
5286,0
5287,0
5289,0
5290,0
5291,0
5295,0
5299,0
5303,0
5305,0
5309,0
5317,0
5326,0
5327,0
5332,0
5336,0
5337,0
5338,0
5339,0
5346,0
5348,0
5355,0
5365,0
5367,0
5368,0
5369,0
5370,0
5371,0
5378,0
5379,0
5380,0
5385,0
5386,0
5387,0
5391,0
5392,0
5393,0
5394,0
5395,0
5396,0
5400,0
5401,0
5402,0
5403,0
5431,0
5436,0
5438,0
5441,0
5467,0
5468,0
5471,0
8846,0
8849,0
8853,0
8858,0
8860,0
8864,0
8865,0
8868,0
8870,0
9808,0
9810,0
9811,0
9824,0
9825,0
9826,0
9827,0
9830,0
9831,0
9834,0
9835,0
9838,0
9951,0
9952,0
9955,0
9963,0
9971,0
9977,0
9978,0
9979,0
10095,0
10096,0
10097,0
10102,0
10103,0
10104,0
10107,0
10109,0
10110,0
10112,0
10113,0
5473,0
5474,0
5477,0
5479,0
5480,0
5483,0
5484,0
5486,0
5487,0
5489,0
5548,0
5549,0
5550,0
5551,0
5552,0
5556,0
5558,0
5589,0
5592,0
5593,0
5880,0
5883,0
5889,0
5894,0
5896,0
5899,0
5901,0
5903,0
5907,0
5908,0
5911,0
5914,0
5918,0
5923,0
5924,0
5925,0
5926,0
5929,0
5930,0
5932,0
5933,0
5938,0
5940,0
5941,0
5944,0
5946,0
5947,0
5948,0
5954,0
5955,0
5956,0
5967,0
5968,0
5970,0
5971,0
5972,0
5974,0
5983,0
5988,0
5994,0
5997,0
5999,0
6001,0
6004,0
6006,0
6008,0
6012,0
6014,0
6015,0
6018,0
6019,0
6020,0
6022,0
6024,0
6035,0
6042,0
6045,0
6047,0
6050,0
6054,0
6057,0
6058,0
6060,0
6064,0
6067,0
6069,0
6071,0
6074,0
6077,0
6082,0
6102,0
9127,0
9137,0
9140,0
9142,0
9147,0
9150,0
9154,0
9157,0
9268,0
9269,0
9273,0
9281,0
9282,0
9283,0
9284,0
9286,0
9288,0
9295,0
9296,0
9297,0
9298,0
9300,0
9413,0
9415,0
10678,0
10679,0
10698,0
10814,0
10817,0
10818,0
10819,0
10821,0
10824,0
10827,0
10832,0
10840,0
10845,0
10956,0
10959,0
10960,0
10961,0
10971,0
10973,0
10975,0
10980,0
10985,0
10990,0
11099,0
11106,0
11109,0
11111,0
11113,0
11114,0
11115,0
11117,0
11118,0
11123,0
11124,0
11126,0
11128,0
11131,0
11132,0
5408,0
5410,0
5413,0
5416,0
5418,0
5421,0
5422,0
5423,0
5424,0
5428,0
5442,0
5445,0
5447,0
5448,0
5450,0
5452,0
5454,0
5455,0
5456,0
5458,0
5459,0
5460,0
5464,0
5493,0
5496,0
5497,0
5498,0
5501,0
5504,0
5505,0
5543,0
5546,0
5547,0
5564,0
5565,0
5566,0
5568,0
5574,0
5575,0
5576,0
5577,0
5580,0
5584,0
5585,0
5616,0
5617,0
5619,0
5620,0
5621,0
5622,0
5625,0
5626,0
5627,0
5628,0
5629,0
5631,0
5632,0
5634,0
5639,0
5644,0
5645,0
5646,0
5651,0
5656,0
5659,0
5661,0
5662,0
5663,0
5664,0
5670,0
5672,0
5674,0
5677,0
5678,0
5679,0
5680,0
5681,0
5686,0
5687,0
5689,0
5690,0
5691,0
5692,0
5693,0
5694,0
5695,0
5697,0
5698,0
5699,0
5700,0
5703,0
5704,0
5705,0
5706,0
5707,0
5709,0
5713,0
5714,0
5715,0
5716,0
5717,0
5718,0
5725,0
5726,0
5727,0
5729,0
5730,0
5733,0
5735,0
5736,0
5737,0
5740,0
5742,0
5745,0
5746,0
5749,0
5753,0
5757,0
5759,0
5760,0
5767,0
5781,0
5785,0
5788,0
5789,0
5794,0
5797,0
5799,0
5800,0
5803,0
5806,0
5810,0
5811,0
5813,0
5820,0
5821,0
5824,0
5830,0
5831,0
5832,0
5834,0
5835,0
5837,0
5838,0
5840,0
5841,0
5843,0
5849,0
5851,0
5852,0
5853,0
5862,0
5868,0
5870,0
5871,0
5872,0
5875,0
5876,0
5879,0
10115,0
10122,0
10125,0
10235,0
10238,0
10239,0
10240,0
10242,0
10243,0
10244,0
10246,0
10249,0
10253,0
10254,0
10255,0
10256,0
10257,0
10261,0
10264,0
10268,0
10379,0
10380,0
10381,0
10384,0
10394,0
10395,0
10398,0
10401,0
10402,0
10403,0
10404,0
10406,0
10408,0
10409,0
10411,0
10523,0
10530,0
10531,0
10535,0
10536,0
10538,0
10539,0
10542,0
10549,0
10551,0
10552,0
10554,0
10558,0
10667,0
10669,0
10670,0
10671,0
10672,0
10673,0
10674,0
5601,0
5602,0
5603,0
5605,0
5606,0
5609,0
6093,0
6094,0
6095,0
6096,0
6097,0
6108,0
6110,0
6113,0
6117,0
6121,0
6122,0
6125,0
6128,0
6133,0
6135,0
6136,0
6137,0
6139,0
6142,0
6143,0
6146,0
6147,0
6153,0
6154,0
6158,0
6159,0
6160,0
6171,0
6174,0
6178,0
6179,0
6180,0
6181,0
6182,0
6184,0
6185,0
6186,0
9416,0
9418,0
9419,0
9420,0
9425,0
9426,0
9429,0
9433,0
9437,0
9438,0
9439,0
9440,0
9441,0
9443,0
6188,0
6189,0
6192,0
6194,0
6195,0
6198,0
6200,0
6202,0
6215,0
6217,0
6221,0
6223,0
6226,0
6227,0
6228,0
6230,0
6233,0
6234,0
6235,0
6238,0
6244,0
6245,0
6248,0
6255,0
6256,0
6257,0
6258,0
6259,0
6260,0
6261,0
6262,0
6263,0
6265,0
6267,0
6269,0
6271,0
6272,0
6273,0
6276,0
6277,0
6278,0
6279,0
6280,0
6281,0
6282,0
6283,0
6284,0
6285,0
6287,0
6288,0
6289,0
6290,0
6291,0
6292,0
6293,0
6294,0
9446,0
9554,0
9555,0
9557,0
9558,0
9559,0
9560,0
9563,0
9566,0
9569,0
9573,0
9576,0
9577,0
9583,0
9696,0
9698,0
9703,0
9705,0
9707,0
9708,0
7475,0
6296,0
6299,0
6301,0
6302,0
6304,0
6309,0
6310,0
6311,0
6338,0
6339,0
6340,0
6342,0
6343,0
6346,0
6347,0
6353,0
6356,0
6359,0
6360,0
6361,0
6362,0
6364,0
6365,0
6366,0
6368,0
6371,0
6372,0
6373,0
6374,0
6376,0
6377,0
6378,0
6379,0
6381,0
6382,0
6385,0
6401,0
6402,0
6410,0
6411,0
6413,0
6417,0
6431,0
6437,0
6453,0
6454,0
6455,0
6457,0
6460,0
6461,0
6462,0
6463,0
6465,0
6472,0
6473,0
6475,0
6476,0
6477,0
6478,0
6479,0
6481,0
6483,0
6485,0
6486,0
6487,0
6494,0
6496,0
6499,0
6501,0
6506,0
6509,0
6518,0
6519,0
6520,0
6524,0
6526,0
6531,0
6533,0
6536,0
6537,0
6539,0
6543,0
6544,0
6545,0
6546,0
6547,0
6548,0
6551,0
6552,0
6554,0
6561,0
6569,0
6573,0
6574,0
6575,0
6580,0
6582,0
6584,0
6585,0
6587,0
6588,0
6591,0
6593,0
6595,0
6596,0
6597,0
6598,0
6600,0
6601,0
6608,0
6609,0
6610,0
6611,0
6613,0
6614,0
6617,0
6618,0
6620,0
6624,0
6631,0
6638,0
6640,0
6641,0
6642,0
6644,0
6646,0
6647,0
6649,0
6652,0
6656,0
6659,0
6660,0
6662,0
6665,0
6666,0
6668,0
6671,0
6672,0
6677,0
6680,0
6689,0
6690,0
6691,0
6692,0
6694,0
6696,0
6700,0
6702,0
6703,0
6704,0
6705,0
6706,0
6718,0
6720,0
6722,0
6726,0
6730,0
6731,0
6735,0
6737,0
6740,0
6744,0
6745,0
6746,0
6749,0
6754,0
6755,0
6756,0
6761,0
6762,0
6764,0
6765,0
6766,0
6773,0
6775,0
6777,0
6784,0
6785,0
6787,0
6790,0
6794,0
6796,0
6797,0
6798,0
6803,0
6806,0
6807,0
6808,0
6813,0
6819,0
6822,0
6825,0
6827,0
6829,0
6836,0
6838,0
6840,0
6841,0
6845,0
6846,0
6850,0
6851,0
6852,0
6853,0
6854,0
6855,0
6862,0
6863,0
6866,0
6867,0
6869,0
6871,0
6876,0
6882,0
6885,0
6886,0
6892,0
6900,0
6906,0
6908,0
6910,0
6911,0
6912,0
6913,0
6914,0
9026,0
9027,0
9028,0
9030,0
9032,0
9034,0
9038,0
9041,0
9044,0
9048,0
9049,0
9709,0
9710,0
9712,0
9714,0
9715,0
9717,0
9718,0
9719,0
9723,0
9724,0
9725,0
9730,0
9839,0
9846,0
9858,0
9872,0
9875,0
9876,0
9879,0
9880,0
9882,0
9883,0
9886,0
9887,0
9890,0
9896,0
9898,0
9900,0
9903,0
9908,0
9989,0
